ind,mother,father,generation
716149,95244,95243,6
282123,61264,61263,6
35859,35882,35881,6
49960,49989,49988,6
285181,250974,250973,6
87117,87148,87147,6
48193,48236,48235,6
211312,211315,211314,6
57039,11058,11057,6
607222,607225,607224,6
461587,63994,63993,6
610439,606905,606384,6
41047,41062,41061,6
252581,69351,69350,6
97835,97846,97845,6
623505,105675,105674,6
667134,14606,14605,6
272574,117384,117389,6
715424,715427,715426,6
609610,40645,40644,6
204695,204698,204697,6
271644,28496,28495,6
203063,134172,134171,6
625815,50905,50904,6
68127,68148,68147,6
271855,202610,18830,6
210781,86123,86122,6
47880,24548,24547,6
137616,22651,22650,6
46126,101255,101254,6
115010,97996,97995,6
862030,38545,38544,6
700818,35898,35897,6
10110,10147,10146,6
13973,25952,25951,6
29209,29282,29281,6
17510,17523,17522,6
30377,30480,30479,6
20685,255825,20695,6
12381,46409,46408,6
23806,28396,23854,6
48662,48230,48229,6
27370,27387,27386,6
30361,30452,30451,6
33742,22834,29369,6
34303,34338,34337,6
34942,33759,33758,6
34944,17184,17183,6
39665,51397,51396,6
95135,95142,95141,6
40687,74552,74551,6
42293,97569,97568,6
26802,33934,33933,6
42882,60256,60255,6
46242,16296,16295,6
35468,35493,35492,6
51394,51449,51448,6
55190,34131,34130,6
56468,45680,45679,6
58495,58528,58527,6
59985,52125,52124,6
12720,12745,12744,6
63821,63826,63825,6
55690,55697,54396,6
68368,68389,68388,6
69841,69854,69853,6
72519,41005,41004,6
74330,33769,33768,6
74579,74584,74583,6
74726,34414,34413,6
97003,86506,86505,6
76255,95526,95525,6
96987,95018,95017,6
95064,86506,86505,6
76384,268638,268637,6
76398,60500,60499,6
76881,29284,29283,6
78676,33483,33482,6
33228,33271,33270,6
22242,35752,35751,6
83199,44419,44418,6
83818,83833,83832,6
83820,352249,352248,6
84221,84244,84243,6
84223,39926,39925,6
89548,89565,13164,6
124278,49965,49964,6
21161,32661,32660,6
85951,85996,85995,6
40765,33624,33623,6
88565,11873,11872,6
32347,32358,32357,6
89071,89229,89228,6
50894,50987,50986,6
90793,68991,68990,6
54278,54317,54316,6
91732,61001,61000,6
69839,69852,69851,6
89815,203670,88104,6
29133,16468,16467,6
43917,36745,36744,6
93767,93790,93789,6
95066,95077,95076,6
95162,62024,62023,6
95251,86494,86493,6
95492,95004,95003,6
95461,95108,95107,6
95465,86508,86507,6
46128,12506,12505,6
93807,93830,93829,6
96645,96668,96667,6
97254,97265,97264,6
97967,97994,97993,6
263375,27112,27111,6
285454,118650,118649,6
100184,353306,353305,6
100188,265331,265330,6
100192,58644,58643,6
100194,350332,350331,6
706151,119373,119372,6
100200,49029,49028,6
101137,48244,48243,6
102783,102792,102791,6
36583,36598,36597,6
109657,23018,23017,6
36756,33471,33470,6
29231,29320,29319,6
112577,58622,58621,6
58193,58439,58438,6
25507,25526,25525,6
19124,117942,117941,6
45763,10669,10668,6
37634,37699,37698,6
25077,32356,32355,6
361422,267442,267441,6
666608,264936,264935,6
606212,606215,262721,6
623103,550622,550621,6
600993,204042,204041,6
255708,31489,31488,6
257605,650136,650135,6
81235,61942,61941,6
86275,36077,36076,6
358466,659790,659789,6
111156,78309,78308,6
301279,99294,99293,6
614627,100344,100343,6
273874,107580,107579,6
551324,551348,551347,6
223701,100568,100567,6
59983,59998,59997,6
267435,258337,57383,6
52371,52455,52454,6
109358,109366,109365,6
208053,19525,79295,6
202390,202397,202396,6
717669,717672,717671,6
39917,39944,39943,6
59190,52467,52466,6
60684,22245,22244,6
212358,78317,78316,6
13375,13404,13403,6
69835,69848,69847,6
94725,94748,94747,6
39879,17045,17044,6
217917,88940,88939,6
219800,19726,19725,6
212995,212998,212997,6
268019,268024,268023,6
614547,17420,17419,6
83191,72761,72760,6
222454,108135,108134,6
223010,80792,80791,6
53047,34589,34588,6
675725,675728,675727,6
254453,42671,42670,6
77353,77372,77371,6
58896,59073,59072,6
59528,59557,59556,6
262370,609496,609495,6
402974,61511,61510,6
93916,93961,93960,6
268765,81597,81596,6
120306,35726,35725,6
270963,101023,101022,6
109309,32591,32590,6
107224,57376,57375,6
45588,55544,55543,6
83384,33723,33722,6
82649,203637,82653,6
202944,37583,32580,6
285125,40645,200929,6
15210,45192,45191,6
288146,55538,55537,6
20622,18581,18580,6
751233,118143,118142,6
27075,27094,27093,6
351847,89229,89228,6
20677,20688,20687,6
353234,50154,50153,6
117747,10376,10375,6
107469,0,0,6
354503,404465,404464,6
301520,121846,121845,6
362765,96204,96203,6
351855,14004,14003,6
97311,97340,97339,6
202348,74287,74286,6
202350,202359,202358,6
671407,222816,222815,6
661990,661995,661994,6
90407,54591,54590,6
23724,19187,19186,6
112142,112153,112152,6
96873,72700,72699,6
99092,99119,99118,6
452034,119074,119073,6
47187,16753,16752,6
45785,13219,13218,6
36954,661679,661678,6
460077,54301,54300,6
260471,12753,12752,6
51400,32567,32566,6
88541,13823,13822,6
463410,48055,48054,6
225266,223949,223948,6
26151,26184,26183,6
288388,25839,43618,6
278247,38858,38857,6
477898,352174,352173,6
753264,611669,611668,6
476288,250446,250445,6
101632,28615,28614,6
45529,10394,10393,6
92820,72761,72760,6
605508,32354,32353,6
605510,51914,51913,6
33322,29250,29249,6
606962,250613,250612,6
33314,33383,33382,6
608229,93671,608233,6
99684,99723,99722,6
612318,66881,66880,6
612320,51421,51420,6
277279,81318,81317,6
613226,613229,613228,6
119128,118137,118136,6
76875,70082,70081,6
614896,614899,605200,6
36952,15361,15360,6
36817,17045,17044,6
624080,201324,60239,6
202656,95266,95265,6
651252,14707,14706,6
13991,14004,14003,6
20963,60318,60317,6
65481,65490,65489,6
663769,81314,81313,6
609397,19656,19655,6
84215,84236,84235,6
97734,97751,97750,6
108679,613285,613284,6
459096,95016,218171,6
713439,99161,99160,6
212441,212446,212445,6
464419,34925,11029,6
715430,715435,212887,6
715432,715437,715436,6
73966,34750,34749,6
96991,97000,96999,6
718233,14363,416909,6
462639,43065,43064,6
750961,11594,11593,6
210805,210808,210807,6
117104,94281,94280,6
800325,24180,24179,6
212354,254100,254099,6
43038,53987,261086,6
802638,802641,802640,6
253902,253905,253904,6
362359,206106,206105,6
551544,255430,96927,6
56159,51854,51853,6
203459,59428,59427,6
73612,51415,51414,6
87493,87508,87507,6
210196,70689,70688,6
666202,119740,119739,6
618453,119736,119735,6
621688,615978,615977,6
217792,28400,28399,6
35215,35280,35279,6
404046,46121,46120,6
861338,35186,35185,6
74970,74989,74988,6
202703,45292,45291,6
871680,717226,717225,6
871682,223949,223948,6
10058,10093,10092,6
10060,10097,10096,6
12694,18581,18580,6
13112,13143,13142,6
13331,13362,13361,6
11254,30069,30068,6
29211,29286,29285,6
10636,10667,10666,6
10919,25940,14730,6
18975,10645,10644,6
16179,10966,10965,6
16445,16456,16455,6
16688,16747,16746,6
10331,85792,85791,6
20094,32487,32486,6
16032,16045,16044,6
20862,20873,20872,6
11898,10115,10114,6
16185,10643,10642,6
23764,54863,54862,6
23808,51740,51739,6
24009,38766,38765,6
24461,65088,65087,6
12726,12749,12748,6
101749,18587,18586,6
25667,12474,12473,6
25669,77054,77053,6
25671,25696,25695,6
26774,26815,26814,6
26776,26819,26818,6
48779,54849,12483,6
27091,13179,53208,6
27372,27391,27390,6
32462,32503,32502,6
32472,32517,32516,6
32474,32521,32520,6
33310,33377,33376,6
33312,33381,33380,6
21484,21507,21506,6
35390,31573,31572,6
35605,35660,35659,6
37253,37292,37291,6
37285,37332,37331,6
37646,26883,26882,6
37648,31571,31570,6
38390,38415,38414,6
38293,38308,38307,6
38392,38419,38418,6
851096,38479,38478,6
38440,38475,38474,6
13327,13354,13353,6
40689,48188,48187,6
41417,41422,41421,6
26626,26639,26638,6
42094,46123,46122,6
42080,42103,42102,6
42872,28866,28865,6
42874,42907,42906,6
44190,41141,41140,6
42466,20798,20797,6
43582,43611,43610,6
58523,58570,58569,6
46060,58437,58436,6
46062,46085,46084,6
49212,21759,21758,6
49232,21622,49240,6
49234,44366,44365,6
49442,49445,49444,6
49533,54871,20266,6
203543,63332,34858,6
25274,58407,58406,6
48191,123150,123149,6
51350,32579,32578,6
55810,55813,55812,6
56165,52559,52558,6
56167,56238,56237,6
15533,30328,30327,6
59989,60006,60005,6
50814,15653,15652,6
61412,61449,61448,6
61550,41983,41982,6
61233,118529,118528,6
63574,38215,40455,6
16656,50148,40703,6
63823,57787,57786,6
57796,618977,57902,6
104182,65189,65188,6
49105,18178,18177,6
12706,12741,12740,6
68370,68393,35458,6
20961,35614,35613,6
68624,44291,44290,6
60257,60310,60309,6
72521,72550,72549,6
35665,73395,73394,6
73521,20356,74127,6
95068,95018,95017,6
95131,95140,95139,6
76380,76250,76249,6
61215,61260,61259,6
76382,101259,101258,6
76883,50154,50153,6
77553,77580,77579,6
18008,10639,10638,6
79459,31700,31699,6
16406,38425,38424,6
75368,38489,38488,6
81227,81244,81243,6
34478,34493,33784,6
82775,58204,58203,6
83493,18126,18125,6
83915,31696,31695,6
59397,39868,39867,6
83751,52123,52122,6
462446,49975,23798,6
85402,54331,54330,6
85056,42300,42299,6
85058,85063,85062,6
85789,13797,13796,6
85953,86000,85999,6
27628,27655,27654,6
87030,87037,87036,6
87084,33731,33730,6
87491,78156,78155,6
75103,75142,75141,6
23991,24032,24031,6
91460,91467,91466,6
92369,92374,92373,6
92485,60961,60960,6
28879,22245,22244,6
92765,60933,60932,6
92775,87979,87978,6
15218,0,0,6
95137,61302,61301,6
95179,95073,95072,6
828487,408163,408162,6
95366,95383,95382,6
95419,95426,95425,6
95459,95472,95471,6
95513,61298,61297,6
95560,38137,38136,6
31482,12745,31580,6
34866,34927,34926,6
78955,78978,78977,6
48211,48262,48261,6
25383,57827,57826,6
97128,81328,81327,6
99078,99095,99094,6
99080,99099,99098,6
99919,204176,204175,6
100196,353768,93696,6
100202,100252,100251,6
101147,58391,20880,6
101252,95204,95203,6
102444,102447,102446,6
45775,45790,45789,6
104866,104877,104876,6
104997,105004,105003,6
36258,33749,33748,6
107747,107760,107759,6
31460,31559,31558,6
108956,44233,44232,6
108959,602782,602781,6
109954,408304,408303,6
110087,57016,57015,6
64214,50791,50790,6
111437,48055,48054,6
89117,89126,89125,6
111439,24466,24465,6
112067,112070,112069,6
112150,52105,52104,6
94444,57380,57379,6
115476,43768,43767,6
29165,29300,29299,6
116061,60789,60788,6
116063,116066,116065,6
101378,202186,202185,6
116870,116879,116878,6
117031,114680,114679,6
119813,56136,56135,6
602062,602067,602066,6
265431,253615,253614,6
35440,35003,35002,6
113342,83839,83838,6
828479,25696,25695,6
94416,58556,58555,6
122401,99569,99568,6
127448,87965,87964,6
129049,626019,626018,6
452279,257360,257358,6
129085,614263,614262,6
212598,212601,212600,6
129365,78213,78212,6
89152,89161,89160,6
205257,550907,550906,6
472528,472531,472530,6
606025,109871,109870,6
130285,60016,60015,6
130854,226069,226068,6
130906,84289,84288,6
130910,117242,117241,6
130912,458725,458724,6
79940,79951,79950,6
668755,612793,612792,6
132988,267012,267011,6
454723,272757,272756,6
202123,34071,34070,6
614407,120688,120687,6
109187,68100,68099,6
282847,113666,113665,6
615974,82178,82177,6
867732,55644,55643,6
136019,29300,29299,6
136023,136026,136025,6
606331,80441,80440,6
112735,51774,51773,6
60886,60999,60998,6
114744,251699,251698,6
211457,254100,254099,6
17169,17192,17191,6
478616,670335,670334,6
478809,404469,404468,6
137793,353852,353851,6
214903,108678,108677,6
79199,79252,79251,6
356875,121402,121401,6
551322,551337,551336,6
215991,215994,215993,6
269396,277819,50188,6
78472,78491,78490,6
272794,38832,38831,6
475341,253381,253380,6
202916,78541,78540,6
203254,203262,203261,6
203256,203266,203265,6
52369,52453,52452,6
204801,202359,202358,6
90684,57274,57273,6
89094,88130,88129,6
91594,91599,91598,6
207179,207186,207185,6
207182,68235,68234,6
92549,47909,47908,6
139807,80435,80434,6
207219,205918,205917,6
207221,38215,40455,6
39529,39548,39547,6
202501,202505,202504,6
109363,14375,14374,6
211199,70871,70870,6
282170,45798,45797,6
212879,87640,87639,6
214426,627219,627218,6
214540,33469,33468,6
17024,34041,34040,6
88276,28900,28899,6
17000,17021,17020,6
21597,21618,21617,6
218328,218331,218330,6
263836,263863,263862,6
612116,610557,610556,6
219810,219815,219814,6
278793,278796,278795,6
219863,219877,219876,6
87635,45788,45787,6
251564,251569,251568,6
222439,552213,552212,6
222441,44423,44422,6
222452,39868,39867,6
864435,46137,46136,6
222813,222816,222815,6
283253,76250,76249,6
223003,620477,620476,6
851895,41058,41057,6
221023,93045,93044,6
450161,450164,450163,6
111871,38316,38315,6
38446,38485,38484,6
751409,267185,267184,6
352336,352341,352340,6
359422,22820,22819,6
120914,92052,92051,6
252357,72698,72697,6
31486,31583,31582,6
400128,14197,14196,6
252975,0,0,6
253166,253171,253170,6
253168,404544,404543,6
62391,14303,14302,6
255838,351620,351619,6
118700,83841,83840,6
114095,202325,202324,6
256698,111502,111501,6
400243,49555,49554,6
351609,351614,351613,6
72344,72363,72362,6
260457,115013,115012,6
262379,93923,93922,6
254660,39751,39750,6
265414,265421,265420,6
265685,265688,265687,6
270961,614767,614766,6
270965,270978,270977,6
270967,270980,270979,6
82688,23247,23246,6
274735,60340,60339,6
278145,30488,30487,6
280225,203346,203345,6
280227,253561,253560,6
202331,94607,94606,6
280942,44658,44657,6
108952,204714,204713,6
26594,77289,77288,6
283923,283931,283930,6
118064,200694,27668,6
615417,53404,53403,6
283932,62682,111443,6
79035,38316,38315,6
285127,80545,80544,6
285913,203604,203603,6
57705,57823,57822,6
36690,10091,36722,6
269649,269652,269651,6
88152,14275,14274,6
64432,60787,60786,6
292561,35467,35466,6
293662,82369,120069,6
76239,61298,61297,6
27876,61264,61263,6
61217,61264,61263,6
275429,61266,61265,6
460355,27919,27918,6
282093,95236,95235,6
57655,65723,65722,6
402621,17815,17814,6
351364,33393,33392,6
89224,78425,78424,6
14202,14277,14276,6
353524,99365,99364,6
656911,656916,656915,6
700826,700829,700828,6
361043,99409,99408,6
259795,100524,100523,6
362285,362290,362289,6
10951,30506,30505,6
351849,61260,61259,6
98451,98464,98463,6
353882,103577,103576,6
404421,94159,94158,6
404423,202845,202844,6
48944,48979,48978,6
614382,37587,37586,6
91358,47917,47916,6
416762,89952,57271,6
416764,280445,280444,6
60682,60789,60788,6
852617,87557,87556,6
26169,21300,21299,6
72754,68379,68378,6
817018,49586,30343,6
442679,353933,274476,6
80193,80238,80237,6
442705,654909,73127,6
88425,47400,47399,6
265839,54740,54739,6
110483,404705,404704,6
450473,26498,26497,6
26848,26881,26880,6
261443,33928,33927,6
279848,61537,61536,6
57689,20792,20791,6
454440,20790,20789,6
90043,23183,23182,6
600099,36905,36904,6
457909,278602,278601,6
550294,13777,13776,6
621963,621966,621965,6
45277,45290,45289,6
261672,73969,73968,6
261761,30490,30489,6
604267,47905,47904,6
459027,98464,98463,6
98914,70078,70077,6
95294,84527,84526,6
46884,34493,33784,6
658604,48057,48056,6
211537,200625,24906,6
460083,27397,460085,6
262661,259957,259956,6
52395,51720,51719,6
91187,37990,37989,6
600658,36349,36348,6
37901,35678,35677,6
463406,57917,57916,6
26177,49151,49150,6
286433,98205,98204,6
95681,46137,46136,6
26311,25712,25711,6
95417,61302,61301,6
92976,35202,35201,6
469809,56182,56181,6
667620,667626,667625,6
26485,51840,51839,6
211391,41493,41492,6
98194,98205,98204,6
40232,40245,40244,6
479270,19169,19168,6
600637,600640,600639,6
27346,59420,59419,6
89570,89589,89588,6
605204,605207,605206,6
611010,352769,352768,6
612396,61298,61297,6
95195,95204,95203,6
74240,74275,74274,6
29014,38531,38530,6
619256,608441,608440,6
263683,263689,263688,6
600656,35640,35639,6
111505,34760,110315,6
76374,76403,76402,6
651089,73836,73835,6
551179,36999,36998,6
39853,36289,36288,6
201843,36598,36597,6
73101,41424,41423,6
65540,65545,65544,6
256192,19103,19102,6
118502,34985,34984,6
274814,274819,274818,6
265833,265836,265835,6
14139,14183,14182,6
68384,13394,57065,6
355590,56058,56057,6
663765,56078,56077,6
33330,33411,33410,6
621953,85950,85949,6
73769,81244,81243,6
351537,27529,27528,6
46347,46356,46355,6
617361,601941,601940,6
457974,22544,22543,6
28843,59053,59052,6
256869,262815,262814,6
676563,676568,676567,6
251703,251710,251709,6
76649,41983,41982,6
20955,20970,20969,6
48595,37671,37670,6
110039,95206,95205,6
286221,46576,46575,6
803539,54267,54266,6
711913,0,0,6
265089,93905,93904,6
215448,32541,32540,6
659225,61292,61291,6
288874,206160,206159,6
408134,203080,203079,6
716593,828441,828440,6
76215,76250,76249,6
95099,59147,95308,6
750988,209459,209458,6
63888,71110,71109,6
67854,67877,67876,6
26483,23579,23578,6
612293,612297,612296,6
80761,47402,47401,6
800096,800101,800100,6
627216,627219,627218,6
609144,607881,607880,6
24467,24530,24529,6
64428,48055,48054,6
115006,75772,75771,6
271560,202515,202514,6
601795,601798,601797,6
284853,79242,79241,6
610403,96524,96523,6
110284,58443,58442,6
656440,268787,268786,6
801291,258211,258210,6
805508,805511,805510,6
110516,253559,253558,6
73642,17414,17413,6
460582,45977,45976,6
806539,62569,62568,6
610381,263341,263340,6
807733,24594,24593,6
14579,31481,31480,6
61257,33600,33599,6
813409,813412,813411,6
850315,252118,252117,6
67729,36905,36904,6
73928,118053,118052,6
459689,37312,37311,6
857410,253931,253930,6
98259,59143,59142,6
272368,203359,203358,6
361383,55175,55174,6
707605,277860,277859,6
219249,606076,606075,6
108663,108688,108687,6
76344,76379,76378,6
860862,44423,44422,6
48926,34003,34002,6
269521,269524,269523,6
861307,44969,44968,6
608315,11452,608317,6
861391,550989,550988,6
358670,224410,603428,6
108242,29186,29185,6
101248,61298,61297,6
282111,61292,61291,6
859501,95603,95602,6
862771,102278,102277,6
862863,710220,710219,6
405042,405045,405044,6
863216,863223,863222,6
121572,95922,95921,6
351838,95204,95203,6
111140,110044,110043,6
864239,67879,67878,6
708762,218164,218163,6
859863,95096,95095,6
866967,91473,91472,6
99338,99365,99364,6
860793,860796,860795,6
10018,10033,10032,6
30080,30113,30112,6
10574,10615,10614,6
10343,10384,10383,6
12383,12436,12435,6
12680,12713,12712,6
20343,203659,14605,6
12919,83512,33639,6
13090,13123,13122,6
13108,13135,13134,6
13110,13139,13138,6
13319,13350,13349,6
13321,11925,11924,6
13706,12725,10642,6
13969,13984,13983,6
13971,54849,12483,6
14143,18080,18079,6
10592,70234,70233,6
14853,30278,30277,6
14857,13380,13379,6
55808,11937,11936,6
29155,27086,27085,6
16012,36911,36910,6
13746,12950,12949,6
16159,16196,16195,6
16181,16220,16219,6
17620,17623,21603,6
18006,19628,19627,6
42238,0,0,6
12411,70230,70229,6
20092,20107,20106,6
20246,20263,20262,6
86714,30276,30275,6
20749,18571,18570,6
21109,21132,21131,6
21742,27110,27109,6
70195,70226,70225,6
21756,21253,14724,6
23498,33612,33611,6
23762,13127,13126,6
24007,24058,24057,6
25057,34547,34546,6
19353,11879,11878,6
20598,30067,30066,6
26568,26589,26588,6
14670,14703,14702,6
29147,29198,29197,6
49511,80335,80334,6
32464,32507,32506,6
35607,35662,35661,6
37235,37268,37267,6
38122,38139,38138,6
38124,38143,38142,6
38432,38475,38474,6
14700,25954,25953,6
16020,12950,12949,6
20230,41420,41419,6
38208,38213,38212,6
16588,22038,22037,6
68861,29186,29185,6
106610,48007,48006,6
48713,11382,11381,6
42876,42911,42910,6
42878,30346,30345,6
42880,34571,34570,6
45371,45380,45379,6
18979,65201,65200,6
47179,47184,47183,6
14567,14590,14589,6
48948,48985,36940,6
47821,48456,48455,6
48908,48929,48928,6
49210,49231,49230,6
49214,83500,83499,6
49269,49278,49277,6
30285,30332,30331,6
50178,33586,33585,6
50180,50183,50182,6
50273,50282,50281,6
50275,50286,50285,6
53230,20429,17577,6
54069,54080,54079,6
54061,85792,54276,6
62873,62888,62887,6
56987,48810,48809,6
16994,16450,16449,6
42028,10388,10387,6
59991,20684,20683,6
60734,60861,60860,6
20602,20625,20624,6
18983,40864,40863,6
63576,63583,63582,6
103640,103645,103644,6
14545,18569,18568,6
14722,10625,14738,6
16592,11925,11924,6
67675,41420,41419,6
20604,30280,30279,6
67727,67732,12210,6
68372,68395,68394,6
68622,20439,20438,6
53460,53475,53474,6
75962,37326,35659,6
15260,12428,12427,6
64228,32535,32534,6
12690,12725,10642,6
74063,35676,35675,6
74531,12213,12212,6
74533,10675,10674,6
49747,10916,10915,6
75626,12233,12232,6
61251,45949,45948,6
73447,30067,30066,6
294977,77576,77575,6
77551,61888,61887,6
78438,18565,18564,6
20216,29190,29189,6
79465,34521,34520,6
81229,81246,81245,6
84669,20619,13790,6
85266,34360,34359,6
85268,15325,15324,6
39537,39558,39557,6
81223,74259,74258,6
29107,36253,36252,6
102171,72698,72697,6
83155,36253,36252,6
90082,58094,58093,6
90476,25833,25832,6
90478,60180,60179,6
92489,92197,28041,6
93765,200061,200060,6
95160,77029,77028,6
76057,76060,26323,6
95654,86500,86499,6
96647,96672,96671,6
98623,99535,99534,6
98625,68975,68974,6
11335,11378,11377,6
103382,18563,23570,6
103712,13380,13379,6
103714,48511,48510,6
30042,30061,30060,6
18947,25954,25953,6
104999,105008,20803,6
107744,107756,107755,6
54240,54267,54266,6
109659,650136,650137,6
109661,264335,264334,6
33911,33930,33929,6
36878,36903,36902,6
47817,48947,48946,6
62869,53319,53318,6
42351,10051,10050,6
46188,46199,46198,6
77272,77291,77290,6
89119,66479,66478,6
37917,37986,37985,6
14210,14291,14290,6
113286,76955,76954,6
111435,33142,33141,6
46547,46576,46575,6
116051,47059,47058,6
91766,92778,92777,6
116057,60274,60273,6
41092,41111,41110,6
102246,61553,92783,6
70469,35475,35474,6
99917,48055,48054,6
91493,58188,58187,6
206672,206677,206676,6
129031,129034,129033,6
266192,254240,254239,6
129040,610438,273485,6
818752,623995,623994,6
129074,270153,270152,6
129076,129080,129079,6
301658,301661,301660,6
295225,601455,601454,6
217847,217850,217849,6
120377,91710,91709,6
252535,252540,252539,6
129440,87886,400019,6
204622,109503,109502,6
59046,63360,59184,6
89562,88198,88197,6
129472,60198,60197,6
220342,110776,36807,6
456943,60873,60872,6
94799,68100,68099,6
353884,353888,353887,6
261804,122563,122562,6
130247,626467,626468,6
130287,601015,601014,6
464663,68120,68119,6
130847,74558,74557,6
362639,362642,362641,6
130851,352543,352542,6
130894,800307,41486,6
292669,251368,251367,6
300244,404817,404816,6
296618,296621,296620,6
806658,207079,207078,6
132961,132964,132963,6
811389,706265,706264,6
613594,268064,268063,6
613596,613599,613598,6
258577,258613,258612,6
608360,107564,107563,6
48924,48951,48950,6
718166,57923,52602,6
134356,452869,452868,6
81392,81427,81426,6
134360,353871,353870,6
626113,626116,626115,6
478052,98254,98253,6
551910,551920,551919,6
134376,107221,107220,6
300071,404513,404512,6
457282,74261,74260,6
604358,35429,35428,6
63305,103813,103812,6
251870,410474,410473,6
125797,14225,14224,6
122604,121807,121806,6
28839,59039,59038,6
214677,352397,352396,6
604657,61322,61321,6
142682,857907,857906,6
861424,607633,607632,6
826868,200063,200062,6
200054,22998,22997,6
256223,256222,256221,6
43044,43077,43076,6
675508,52352,52351,6
144820,269003,269002,6
144822,223785,353590,6
151451,78814,78811,6
272217,101144,101143,6
202914,202920,202919,6
204803,115364,115363,6
83238,83255,83254,6
615220,22816,22815,6
209252,601536,601535,6
214428,270620,270619,6
85226,37583,32580,6
118497,118501,118500,6
208096,68908,68907,6
65021,54575,54574,6
219769,107554,107553,6
219771,219778,219777,6
219812,219819,219818,6
219847,263599,263598,6
219855,219866,219865,6
219857,219870,219869,6
219859,100987,100986,6
219886,42477,42476,6
219890,61876,61875,6
61799,61886,61885,6
621326,77560,77559,6
113072,113086,113085,6
47373,47398,47397,6
222403,211526,211525,6
457142,120007,16716,6
552362,260386,260385,6
269572,57805,57804,6
103185,31320,31319,6
358648,609392,609391,6
358650,280174,280173,6
66472,66479,66478,6
251424,102301,102300,6
118389,69329,69328,6
47815,21497,21496,6
42074,39856,39855,6
44067,32453,33639,6
88494,88507,88506,6
259351,259358,259357,6
262374,262384,262383,6
262381,262392,262391,6
265416,265426,265425,6
66582,17420,17419,6
259051,51726,51725,6
604576,91779,91778,6
16996,13749,13748,6
65666,12217,12216,6
550081,77570,77569,6
278264,47382,47381,6
263325,353491,353490,6
53206,53209,53208,6
271797,101752,101751,6
280946,14709,14708,6
281156,81661,81660,6
300891,21487,21486,6
13301,11376,11375,6
13295,65167,65166,6
283239,111139,111138,6
76342,95200,95199,6
284753,250992,250991,6
61763,48816,48815,6
114443,66577,60772,6
116785,116788,116787,6
49609,49648,205314,6
552273,604121,604120,6
286567,109934,109933,6
13347,10583,10582,6
54999,55016,55015,6
292563,221913,221912,6
294618,93231,108511,6
451399,451409,451408,6
294887,294892,294891,6
294889,61250,282125,6
403135,61254,61253,6
95189,95012,95011,6
450548,26605,26604,6
294916,459862,459861,6
295246,355668,355667,6
703525,356841,356840,6
295189,860791,860789,6
353522,353532,353531,6
601098,83383,83382,6
279741,14938,14937,6
362281,254288,254287,6
362660,362663,362662,6
400359,352168,352167,6
13760,34571,34570,6
65680,65695,65694,6
13764,23299,10909,6
98748,98763,98762,6
107307,118547,118546,6
291436,222904,222903,6
802410,215708,215707,6
78646,34007,34006,6
24858,22352,22351,6
408229,35437,35436,6
852566,62799,62798,6
434798,434801,434800,6
48432,48456,48455,6
201889,201060,201892,6
851772,30430,85383,6
442626,17813,17812,6
802785,46091,46090,6
457172,108887,108886,6
119990,120072,120071,6
363493,28862,28861,6
266467,266472,266471,6
622457,251569,251568,6
700942,253988,253987,6
275124,78714,78713,6
25286,19173,19172,6
442707,253905,253904,6
660903,60827,60826,6
123050,123055,123054,6
360276,22818,49301,6
262132,53544,53543,6
453483,88700,88699,6
453485,453489,453488,6
453494,78142,78141,6
118767,78661,78660,6
614455,614458,614457,6
457905,95603,95602,6
458257,49921,49920,6
266391,253812,253811,6
37899,73858,73857,6
85396,48955,48954,6
269566,25297,25296,6
458533,28374,28373,6
81050,45696,45695,6
258391,258398,258397,6
110113,77052,77051,6
28329,17515,64974,6
108322,67653,67652,6
262311,262318,262317,6
252657,89028,89027,6
203555,56208,56207,6
27053,27074,27073,6
828511,69148,69147,6
71526,71529,71528,6
701711,701720,701719,6
617159,617162,617161,6
257204,81300,81299,6
456439,14195,14194,6
284442,284441,284440,6
871275,38395,38394,6
361296,118336,118335,6
470169,861515,861514,6
125857,607219,607218,6
707558,254189,254188,6
813958,0,0,6
38428,38471,38470,6
600715,0,0,6
101174,49100,49099,6
201599,21628,21627,6
61490,61547,61546,6
250305,16220,16219,6
94512,608236,608235,6
610474,60276,60275,6
107443,102227,19460,6
109829,25086,25085,6
34494,34513,34512,6
123176,15645,15644,6
117643,57380,57379,6
650255,650258,650257,6
19034,19057,19056,6
615880,26302,26301,6
252797,90726,90725,6
21470,21497,21496,6
616647,109910,109909,6
616649,616652,616651,6
40240,35449,35448,6
617473,72698,72697,6
262313,203389,88579,6
617520,616016,616015,6
617523,617526,617525,6
114766,53660,53659,6
619262,650665,650664,6
271598,271639,271638,6
271602,353445,353444,6
650142,255601,255600,6
650152,85832,85831,6
650154,110273,110272,6
716587,352664,352663,6
87946,87961,87960,6
69600,69613,69612,6
90104,60238,60237,6
652348,652351,61989,6
87881,87890,87889,6
60648,80606,80605,6
15628,10629,10628,6
263694,404368,404367,6
660654,58132,61020,6
115988,115996,115995,6
278944,278949,278948,6
46349,46358,46357,6
350861,22677,22676,6
608705,92418,92417,6
361049,851831,851832,6
802422,81107,81106,6
659229,95663,95662,6
222411,252974,80548,6
95623,95464,95101,6
95617,95626,95625,6
95187,95198,95197,6
98241,68219,68218,6
94985,86492,86491,6
711179,711182,711181,6
711450,26180,26179,6
613541,71597,71596,6
711724,95075,95074,6
45261,35447,35446,6
