"Lon","Lat","resid","t","a","min_wts_name","WSCSSDA"
-75.2401,46.6532,1075,"Chute St Philippe","Ottawa River","Lièvre","02LE"
-75.3381,46.78,1263,"Mont St Michel","Ottawa River","Lièvre","02LE"
-75.4514,46.6996,1121,"Ferme Neuve","Ottawa River","Lièvre","02LE"
-75.3247,46.8776,1615,"Ste Anne Du Lac","Ottawa River","Lièvre","02LE"
-75.3755,46.418,1167,"Kiamika","Ottawa River","Lièvre","02LE"
-75.3134,46.7369,1206,"Lac St Paul","Ottawa River","Lièvre","02LE"
-75.4946,46.5494,1259,"Mont Laurier","Ottawa River","Lièvre","02LE"
-75.5278,46.3976,1360,"St Aime Du Lac Des Iles","Ottawa River","Lièvre","02LE"
-75.3609,46.5549,1767,"Lac Des Ecorces","Ottawa River","Lièvre","02LE"
-75.583,46.5566,1097,"Des Ruisseaux","Ottawa River","Lièvre","02LE"
-75.4218,45.5454,1749,"Masson Angers","Ottawa River","Lièvre","02LF"
-75.6321,46.2848,1289,"Notre Dame De Pontmain","Ottawa River","Lièvre","02LF"
-75.6225,46.0932,1294,"Notre Dame Du Laus","Ottawa River","Lièvre","02LF"
-75.2688,45.5906,1717,"Waltham Et Bryson","Ottawa River","Lièvre","02LF"
-75.5014,46.3058,1779,"Lac Du Cerf","Ottawa River","Lièvre","02LF"
-75.4123,45.5899,1052,"Buckingham","Ottawa River","Lièvre","02LF"
-75.3462,45.6629,1251,"Mayo","Ottawa River","Lièvre","02LF"
-75.6203,45.9042,1043,"Bowman","Ottawa River","Lièvre","02LF"
-74.62,47.92,1774,"Parent","Ottawa River","Gatineau","02LG"
-76.7087,47.2552,1734,"Lac Rapide","Ottawa River","Gatineau","02LG"
-75.727,45.44,1157,"Hull","Ottawa River","Gatineau","02LH"
-76.2456,46.1333,1197,"Cayamant","Ottawa River","Gatineau","02LH"
-76.4,45.97,1301,"Leslie Clapham Et Huddersfield","Ottawa River","Gatineau","02LH"
-75.9978,46.3651,1242,"Maniwaki","Ottawa River","Gatineau","02LH"
-76.0538,46.0913,1135,"Gracefield","Ottawa River","Gatineau","02LH"
-76.0323,45.6424,1185,"La Peche","Ottawa River","Gatineau","02LH"
-76.044,46.5375,1267,"Montcerf","Ottawa River","Gatineau","02LH"
-75.88,46.4706,1037,"Aumond","Ottawa River","Gatineau","02LH"
-76.0616,46.1805,1196,"Blue Sea","Ottawa River","Gatineau","02LH"
-75.7868,45.5073,1158,"Chelsea","Ottawa River","Gatineau","02LH"
-75.7343,45.6676,1697,"Val Des Monts","Ottawa River","Gatineau","02LH"
-75.9531,45.8132,1237,"Low","Ottawa River","Gatineau","02LH"
-75.9466,45.9501,1207,"Lac Ste Marie","Ottawa River","Gatineau","02LH"
-76.0215,46.2432,1256,"Messines","Ottawa River","Gatineau","02LH"
-75.956,46.2037,1042,"Bouchette","Ottawa River","Gatineau","02LH"
-75.9804,46.5026,1746,"Bois Franc","Ottawa River","Gatineau","02LH"
-75.8601,46.2759,1672,"Ste Therese De La Gatineau","Ottawa River","Gatineau","02LH"
-75.9113,46.6177,1139,"Grand Remous","Ottawa River","Gatineau","02LH"
-74.1312,45.2566,1346,"Salaberry De Valleyfield","Ottawa River","South Nation","02MC"
-74.3083,45.2995,1554,"St Polycarpe","Ottawa River","South Nation","02MC"
-74.0039,45.3,1584,"St Timothee","Ottawa River","South Nation","02MC"
-74.2067,45.2593,1088,"Coteau Station","Ottawa River","South Nation","02MC"
-74.4118,45.3749,1646,"Ste Justine De Newton","Ottawa River","South Nation","02MC"
-74.3599,45.1371,1373,"St Anicet","Ottawa River","South Nation","02MC"
-74.1273,45.3297,1488,"Les Cedres","Ottawa River","South Nation","02MC"
-74.18,45.2884,1087,"Coteau Du Lac","Ottawa River","South Nation","02MC"
-73.9158,45.2472,1427,"St Etienne De Beauharnois","Ottawa River","South Nation","02MC"
-74.2511,45.2453,1597,"St Zotique","Ottawa River","South Nation","02MC"
-74.1983,45.1626,1617,"Ste Barbe","Ottawa River","South Nation","02MC"
-73.997,45.2149,1508,"St Louis De Gonzague De Beauharnois","Ottawa River","South Nation","02MC"
-74.3899,45.2942,1579,"St Telesphore","Ottawa River","South Nation","02MC"
-74.1307,45.1775,1576,"St Stanislas De Kostka","Ottawa River","South Nation","02MC"
-73.9691,45.3298,1783,"Pointe Des Cascades","Ottawa River","South Nation","02MC"
-74.2067,45.2593,1754,"Coteau Landing","Ottawa River","South Nation","02MC"
-74.2261,45.354,1402,"St Clet","Ottawa River","South Nation","02MC"
-74.3387,45.2363,1331,"Riviere Beaudette","Ottawa River","South Nation","02MC"
-74.6491,44.979,1558,"Akwesasne","Ottawa River","South Nation","02MC"
-74.5077,45.002,1110,"Dundee","Ottawa River","South Nation","02MC"
-73.8907,45.56,1431,"St Eustache","Ottawa River","Montreal Island","02OA"
-74.0063,45.5334,1489,"St Joseph Du Lac","Ottawa River","Montreal Island","02OA"
-73.6006,45.747,1248,"Mascouche","Ottawa River","Montreal Island","02OA"
-74.0926,45.4617,1299,"Oka","Ottawa River","Montreal Island","02OA"
-73.9699,45.4985,1312,"Pointe Calumet","Ottawa River","Montreal Island","02OA"
-74.2102,45.5292,1552,"St Placide","Ottawa River","Montreal Island","02OA"
-73.8332,45.6356,1671,"Ste Therese","Ottawa River","Montreal Island","02OA"
-73.8729,45.6689,1035,"Blainville","Ottawa River","Montreal Island","02OA"
-74.1459,45.4594,1156,"Hudson","Ottawa River","Montreal Island","02OA"
-73.7888,45.6704,1235,"Lorraine","Ottawa River","Montreal Island","02OA"
-73.8134,45.7606,1614,"Ste Anne Des Plaines","Ottawa River","Montreal Island","02OA"
-74.3,45.4065,1655,"Ste Marthe","Ottawa River","Montreal Island","02OA"
-74.3838,45.5614,1791,"Pointe Fortune","Ottawa River","Montreal Island","02OA"
-73.8192,45.6598,1124,"Fontainebleau","Ottawa River","Montreal Island","02OA"
-73.5491,52.9399,1699,"Val Paradis",NA,"Upper Sakami","03DD"
-78.8938,53.7827,2058,"Chisasibi",NA,"Lower La Grande","03DF"
-71.9539,61.5963,1798,"Kangiqsujuaq",NA,"Southern Coast of Hudson Strait","03HC"
-68.4188,58.103,2052,"Kuujjuak",NA,"Koksoak - Mouth","03KE"
-66.8108,54.8007,633,"Schefferville",NA,"Swampy Bay","03LD"
-66.9465156,52.9409171,638,"St Clement''S Labrador City Tn",NA,"Ashuanipi","03OA"
